"ID","Deal"
7041,"Neutral"
7042,"Good"
7043,"Neutral"
7044,"Neutral"
7045,"Neutral"
7046,"Bad"
7047,"Bad"
7048,"Good"
7049,"Good"
7050,"Neutral"
7051,"Bad"
7052,"Neutral"
7053,"Good"
7054,"Bad"
7055,"Neutral"
7056,"Neutral"
7057,"Neutral"
7058,"Bad"
7059,"Good"
7060,"Neutral"
7061,"Neutral"
7062,"Neutral"
7063,"Bad"
7064,"Bad"
7065,"Neutral"
7066,"Good"
7067,"Neutral"
7068,"Good"
7069,"Neutral"
7070,"Bad"
7071,"Neutral"
7072,"Neutral"
7073,"Good"
7074,"Bad"
7075,"Bad"
7076,"Neutral"
7077,"Good"
7078,"Neutral"
7079,"Bad"
7080,"Neutral"
7081,"Neutral"
7082,"Bad"
7083,"Neutral"
7084,"Good"
7085,"Neutral"
7086,"Bad"
7087,"Good"
7088,"Bad"
7089,"Good"
7090,"Bad"
7091,"Good"
7092,"Good"
7093,"Neutral"
7094,"Bad"
7095,"Neutral"
7096,"Good"
7097,"Neutral"
7098,"Bad"
7099,"Neutral"
7100,"Neutral"
7101,"Neutral"
7102,"Bad"
7103,"Bad"
7104,"Neutral"
7105,"Neutral"
7106,"Neutral"
7107,"Neutral"
7108,"Bad"
7109,"Neutral"
7110,"Good"
7111,"Good"
7112,"Neutral"
7113,"Neutral"
7114,"Neutral"
7115,"Bad"
7116,"Good"
7117,"Neutral"
7118,"Bad"
7119,"Neutral"
7120,"Good"
7121,"Neutral"
7122,"Neutral"
7123,"Neutral"
7124,"Good"
7125,"Good"
7126,"Neutral"
7127,"Neutral"
7128,"Bad"
7129,"Good"
7130,"Good"
7131,"Good"
7132,"Neutral"
7133,"Neutral"
7134,"Good"
7135,"Neutral"
7136,"Neutral"
7137,"Neutral"
7138,"Neutral"
7139,"Bad"
7140,"Neutral"
7141,"Neutral"
7142,"Bad"
7143,"Good"
7144,"Good"
7145,"Neutral"
7146,"Neutral"
7147,"Neutral"
7148,"Good"
7149,"Neutral"
7150,"Neutral"
7151,"Bad"
7152,"Neutral"
7153,"Neutral"
7154,"Bad"
7155,"Good"
7156,"Bad"
7157,"Neutral"
7158,"Neutral"
7159,"Bad"
7160,"Neutral"
7161,"Neutral"
7162,"Neutral"
7163,"Neutral"
7164,"Neutral"
7165,"Neutral"
7166,"Good"
7167,"Bad"
7168,"Bad"
7169,"Bad"
7170,"Good"
7171,"Good"
7172,"Bad"
7173,"Good"
7174,"Neutral"
7175,"Bad"
7176,"Neutral"
7177,"Neutral"
7178,"Good"
7179,"Neutral"
7180,"Good"
7181,"Good"
7182,"Neutral"
7183,"Neutral"
7184,"Good"
7185,"Neutral"
7186,"Good"
7187,"Bad"
7188,"Neutral"
7189,"Neutral"
7190,"Neutral"
7191,"Good"
7192,"Neutral"
7193,"Neutral"
7194,"Bad"
7195,"Neutral"
7196,"Neutral"
7197,"Neutral"
7198,"Neutral"
7199,"Neutral"
7200,"Neutral"
7201,"Neutral"
7202,"Neutral"
7203,"Neutral"
7204,"Neutral"
7205,"Bad"
7206,"Neutral"
7207,"Good"
7208,"Good"
7209,"Neutral"
7210,"Good"
7211,"Neutral"
7212,"Neutral"
7213,"Bad"
7214,"Neutral"
7215,"Neutral"
7216,"Neutral"
7217,"Neutral"
7218,"Bad"
7219,"Neutral"
7220,"Good"
7221,"Bad"
7222,"Neutral"
7223,"Neutral"
7224,"Neutral"
7225,"Good"
7226,"Neutral"
7227,"Neutral"
7228,"Good"
7229,"Neutral"
7230,"Neutral"
7231,"Good"
7232,"Bad"
7233,"Neutral"
7234,"Neutral"
7235,"Good"
7236,"Neutral"
7237,"Good"
7238,"Neutral"
7239,"Neutral"
7240,"Good"
7241,"Neutral"
7242,"Bad"
7243,"Neutral"
7244,"Good"
7245,"Neutral"
7246,"Good"
7247,"Good"
7248,"Neutral"
7249,"Bad"
7250,"Neutral"
7251,"Neutral"
7252,"Good"
7253,"Bad"
7254,"Neutral"
7255,"Bad"
7256,"Bad"
7257,"Neutral"
7258,"Good"
7259,"Neutral"
7260,"Bad"
7261,"Neutral"
7262,"Bad"
7263,"Bad"
7264,"Bad"
7265,"Good"
7266,"Neutral"
7267,"Bad"
7268,"Bad"
7269,"Bad"
7270,"Neutral"
7271,"Bad"
7272,"Neutral"
7273,"Neutral"
7274,"Neutral"
7275,"Neutral"
7276,"Good"
7277,"Neutral"
7278,"Bad"
7279,"Bad"
7280,"Good"
7281,"Neutral"
7282,"Bad"
7283,"Good"
7284,"Neutral"
7285,"Neutral"
7286,"Neutral"
7287,"Bad"
7288,"Bad"
7289,"Bad"
7290,"Bad"
7291,"Bad"
7292,"Neutral"
7293,"Neutral"
7294,"Neutral"
7295,"Neutral"
7296,"Neutral"
7297,"Neutral"
7298,"Neutral"
7299,"Bad"
7300,"Bad"
7301,"Bad"
7302,"Bad"
7303,"Bad"
7304,"Bad"
7305,"Neutral"
7306,"Bad"
7307,"Good"
7308,"Good"
7309,"Good"
7310,"Good"
7311,"Neutral"
7312,"Good"
7313,"Good"
7314,"Neutral"
7315,"Neutral"
7316,"Neutral"
7317,"Neutral"
7318,"Bad"
7319,"Neutral"
7320,"Neutral"
7321,"Neutral"
7322,"Bad"
7323,"Neutral"
7324,"Neutral"
7325,"Neutral"
7326,"Neutral"
7327,"Bad"
7328,"Bad"
7329,"Bad"
7330,"Neutral"
7331,"Neutral"
7332,"Neutral"
7333,"Bad"
7334,"Bad"
7335,"Neutral"
7336,"Good"
7337,"Neutral"
7338,"Neutral"
7339,"Bad"
7340,"Good"
7341,"Neutral"
7342,"Good"
7343,"Neutral"
7344,"Bad"
7345,"Neutral"
7346,"Neutral"
7347,"Good"
7348,"Good"
7349,"Neutral"
7350,"Neutral"
7351,"Good"
7352,"Neutral"
7353,"Bad"
7354,"Good"
7355,"Neutral"
7356,"Neutral"
7357,"Neutral"
7358,"Bad"
7359,"Bad"
7360,"Bad"
7361,"Neutral"
7362,"Neutral"
7363,"Neutral"
7364,"Neutral"
7365,"Good"
7366,"Neutral"
7367,"Good"
7368,"Neutral"
7369,"Bad"
7370,"Bad"
7371,"Neutral"
7372,"Neutral"
7373,"Bad"
7374,"Good"
7375,"Neutral"
7376,"Neutral"
7377,"Neutral"
7378,"Neutral"
7379,"Good"
7380,"Neutral"
7381,"Neutral"
7382,"Bad"
7383,"Good"
7384,"Neutral"
7385,"Bad"
7386,"Bad"
7387,"Good"
7388,"Neutral"
7389,"Good"
7390,"Neutral"
7391,"Neutral"
7392,"Bad"
7393,"Neutral"
7394,"Neutral"
7395,"Neutral"
7396,"Neutral"
7397,"Good"
7398,"Neutral"
7399,"Neutral"
7400,"Good"
7401,"Good"
7402,"Neutral"
7403,"Neutral"
7404,"Neutral"
7405,"Neutral"
7406,"Bad"
7407,"Neutral"
7408,"Bad"
7409,"Neutral"
7410,"Neutral"
7411,"Neutral"
7412,"Neutral"
7413,"Neutral"
7414,"Neutral"
7415,"Bad"
7416,"Bad"
7417,"Neutral"
7418,"Bad"
7419,"Bad"
7420,"Neutral"
7421,"Neutral"
7422,"Neutral"
7423,"Neutral"
7424,"Neutral"
7425,"Good"
7426,"Neutral"
7427,"Neutral"
7428,"Neutral"
7429,"Neutral"
7430,"Good"
7431,"Good"
7432,"Bad"
7433,"Neutral"
7434,"Neutral"
7435,"Good"
7436,"Bad"
7437,"Neutral"
7438,"Neutral"
7439,"Neutral"
7440,"Neutral"
7441,"Bad"
7442,"Neutral"
7443,"Bad"
7444,"Good"
7445,"Neutral"
7446,"Bad"
7447,"Bad"
7448,"Bad"
7449,"Neutral"
7450,"Good"
7451,"Bad"
7452,"Bad"
7453,"Neutral"
7454,"Bad"
7455,"Neutral"
7456,"Bad"
7457,"Bad"
7458,"Bad"
7459,"Good"
7460,"Bad"
7461,"Neutral"
7462,"Bad"
7463,"Neutral"
7464,"Neutral"
7465,"Bad"
7466,"Bad"
7467,"Neutral"
7468,"Bad"
7469,"Good"
7470,"Neutral"
7471,"Neutral"
7472,"Neutral"
7473,"Good"
7474,"Bad"
7475,"Bad"
7476,"Good"
7477,"Neutral"
7478,"Neutral"
7479,"Good"
7480,"Neutral"
7481,"Bad"
7482,"Neutral"
7483,"Bad"
7484,"Neutral"
7485,"Good"
7486,"Neutral"
7487,"Good"
7488,"Bad"
7489,"Neutral"
7490,"Bad"
7491,"Neutral"
7492,"Bad"
7493,"Neutral"
7494,"Neutral"
7495,"Bad"
7496,"Neutral"
7497,"Neutral"
7498,"Neutral"
7499,"Neutral"
7500,"Bad"
7501,"Neutral"
7502,"Bad"
7503,"Neutral"
7504,"Neutral"
7505,"Bad"
7506,"Bad"
7507,"Neutral"
7508,"Neutral"
7509,"Good"
7510,"Good"
7511,"Bad"
7512,"Neutral"
7513,"Neutral"
7514,"Neutral"
7515,"Good"
7516,"Neutral"
7517,"Neutral"
7518,"Neutral"
7519,"Neutral"
7520,"Bad"
7521,"Neutral"
7522,"Bad"
7523,"Neutral"
7524,"Neutral"
7525,"Bad"
7526,"Bad"
7527,"Neutral"
7528,"Neutral"
7529,"Bad"
7530,"Neutral"
7531,"Bad"
7532,"Neutral"
7533,"Neutral"
7534,"Neutral"
7535,"Neutral"
7536,"Good"
7537,"Bad"
7538,"Neutral"
7539,"Bad"
7540,"Neutral"
7541,"Bad"
7542,"Neutral"
7543,"Neutral"
7544,"Bad"
7545,"Neutral"
7546,"Good"
7547,"Neutral"
7548,"Bad"
7549,"Bad"
7550,"Neutral"
7551,"Neutral"
7552,"Good"
7553,"Neutral"
7554,"Neutral"
7555,"Neutral"
7556,"Bad"
7557,"Neutral"
7558,"Neutral"
7559,"Neutral"
7560,"Neutral"
7561,"Good"
7562,"Bad"
7563,"Neutral"
7564,"Good"
7565,"Good"
7566,"Neutral"
7567,"Neutral"
7568,"Bad"
7569,"Bad"
7570,"Neutral"
7571,"Good"
7572,"Bad"
7573,"Bad"
7574,"Neutral"
7575,"Bad"
7576,"Good"
7577,"Neutral"
7578,"Neutral"
7579,"Neutral"
7580,"Bad"
7581,"Neutral"
7582,"Neutral"
7583,"Neutral"
7584,"Neutral"
7585,"Neutral"
7586,"Neutral"
7587,"Bad"
7588,"Neutral"
7589,"Neutral"
7590,"Neutral"
7591,"Bad"
7592,"Neutral"
7593,"Good"
7594,"Neutral"
7595,"Neutral"
7596,"Neutral"
7597,"Good"
7598,"Bad"
7599,"Good"
7600,"Neutral"
7601,"Bad"
7602,"Neutral"
7603,"Good"
7604,"Good"
7605,"Neutral"
7606,"Bad"
7607,"Neutral"
7608,"Neutral"
7609,"Neutral"
7610,"Bad"
7611,"Good"
7612,"Neutral"
7613,"Neutral"
7614,"Neutral"
7615,"Bad"
7616,"Good"
7617,"Neutral"
7618,"Bad"
7619,"Neutral"
7620,"Bad"
7621,"Bad"
7622,"Good"
7623,"Neutral"
7624,"Bad"
7625,"Neutral"
7626,"Bad"
7627,"Good"
7628,"Good"
7629,"Neutral"
7630,"Neutral"
7631,"Neutral"
7632,"Bad"
7633,"Good"
7634,"Neutral"
7635,"Neutral"
7636,"Bad"
7637,"Neutral"
7638,"Bad"
7639,"Neutral"
7640,"Bad"
7641,"Neutral"
7642,"Neutral"
7643,"Neutral"
7644,"Neutral"
7645,"Bad"
7646,"Neutral"
7647,"Bad"
7648,"Neutral"
7649,"Neutral"
7650,"Neutral"
7651,"Neutral"
7652,"Bad"
7653,"Neutral"
7654,"Neutral"
7655,"Neutral"
7656,"Neutral"
7657,"Neutral"
7658,"Neutral"
7659,"Good"
7660,"Good"
7661,"Neutral"
7662,"Neutral"
7663,"Good"
7664,"Neutral"
7665,"Good"
7666,"Neutral"
7667,"Neutral"
7668,"Bad"
7669,"Neutral"
7670,"Neutral"
7671,"Bad"
7672,"Good"
7673,"Bad"
7674,"Neutral"
7675,"Neutral"
7676,"Good"
7677,"Bad"
7678,"Bad"
7679,"Bad"
7680,"Neutral"
7681,"Neutral"
7682,"Neutral"
7683,"Neutral"
7684,"Bad"
7685,"Bad"
7686,"Bad"
7687,"Neutral"
7688,"Neutral"
7689,"Bad"
7690,"Bad"
7691,"Bad"
7692,"Bad"
7693,"Neutral"
7694,"Neutral"
7695,"Bad"
7696,"Neutral"
7697,"Bad"
7698,"Neutral"
7699,"Good"
7700,"Neutral"
7701,"Neutral"
7702,"Neutral"
7703,"Bad"
7704,"Neutral"
7705,"Bad"
7706,"Neutral"
7707,"Neutral"
7708,"Neutral"
7709,"Bad"
7710,"Bad"
7711,"Bad"
7712,"Bad"
7713,"Neutral"
7714,"Bad"
7715,"Bad"
7716,"Neutral"
7717,"Neutral"
7718,"Bad"
7719,"Good"
7720,"Neutral"
7721,"Neutral"
7722,"Good"
7723,"Bad"
7724,"Neutral"
7725,"Neutral"
7726,"Neutral"
7727,"Neutral"
7728,"Neutral"
7729,"Neutral"
7730,"Neutral"
7731,"Bad"
7732,"Bad"
7733,"Bad"
7734,"Neutral"
7735,"Neutral"
7736,"Neutral"
7737,"Good"
7738,"Bad"
7739,"Neutral"
7740,"Neutral"
7741,"Good"
7742,"Neutral"
7743,"Neutral"
7744,"Good"
7745,"Bad"
7746,"Neutral"
7747,"Neutral"
7748,"Neutral"
7749,"Neutral"
7750,"Bad"
7751,"Bad"
7752,"Good"
7753,"Neutral"
7754,"Neutral"
7755,"Good"
7756,"Neutral"
7757,"Bad"
7758,"Neutral"
7759,"Bad"
7760,"Neutral"
7761,"Good"
7762,"Neutral"
7763,"Neutral"
7764,"Bad"
7765,"Bad"
7766,"Bad"
7767,"Neutral"
7768,"Neutral"
7769,"Bad"
7770,"Neutral"
7771,"Bad"
7772,"Neutral"
7773,"Good"
7774,"Good"
7775,"Neutral"
7776,"Neutral"
7777,"Neutral"
7778,"Good"
7779,"Bad"
7780,"Bad"
7781,"Bad"
7782,"Neutral"
7783,"Good"
7784,"Neutral"
7785,"Neutral"
7786,"Bad"
7787,"Neutral"
7788,"Neutral"
7789,"Good"
7790,"Bad"
7791,"Good"
7792,"Bad"
7793,"Bad"
7794,"Bad"
7795,"Good"
7796,"Good"
7797,"Bad"
7798,"Neutral"
7799,"Good"
7800,"Good"
7801,"Neutral"
7802,"Neutral"
7803,"Neutral"
7804,"Bad"
7805,"Bad"
7806,"Bad"
7807,"Neutral"
7808,"Good"
7809,"Neutral"
7810,"Neutral"
7811,"Bad"
7812,"Neutral"
7813,"Neutral"
7814,"Neutral"
7815,"Neutral"
7816,"Neutral"
7817,"Good"
7818,"Good"
7819,"Neutral"
7820,"Bad"
7821,"Neutral"
7822,"Bad"
7823,"Bad"
7824,"Bad"
7825,"Neutral"
7826,"Neutral"
7827,"Neutral"
7828,"Neutral"
7829,"Bad"
7830,"Good"
7831,"Neutral"
7832,"Neutral"
7833,"Neutral"
7834,"Good"
7835,"Good"
7836,"Good"
7837,"Neutral"
7838,"Neutral"
7839,"Bad"
7840,"Neutral"
7841,"Bad"
7842,"Good"
7843,"Bad"
7844,"Bad"
7845,"Bad"
7846,"Neutral"
7847,"Neutral"
7848,"Neutral"
7849,"Neutral"
7850,"Good"
7851,"Neutral"
7852,"Good"
7853,"Neutral"
7854,"Neutral"
7855,"Neutral"
7856,"Neutral"
7857,"Neutral"
7858,"Good"
7859,"Neutral"
7860,"Bad"
7861,"Good"
7862,"Bad"
7863,"Bad"
7864,"Neutral"
7865,"Neutral"
7866,"Neutral"
7867,"Neutral"
7868,"Neutral"
7869,"Bad"
7870,"Neutral"
7871,"Good"
7872,"Good"
7873,"Good"
7874,"Neutral"
7875,"Bad"
7876,"Bad"
7877,"Neutral"
7878,"Good"
7879,"Bad"
7880,"Neutral"
7881,"Neutral"
7882,"Bad"
7883,"Neutral"
7884,"Neutral"
7885,"Neutral"
7886,"Good"
7887,"Good"
7888,"Bad"
7889,"Neutral"
7890,"Good"
7891,"Bad"
7892,"Neutral"
7893,"Bad"
7894,"Good"
7895,"Good"
7896,"Neutral"
7897,"Bad"
7898,"Neutral"
7899,"Good"
7900,"Bad"
7901,"Good"
7902,"Neutral"
7903,"Good"
7904,"Good"
7905,"Neutral"
7906,"Good"
7907,"Neutral"
7908,"Bad"
7909,"Neutral"
7910,"Good"
7911,"Good"
7912,"Neutral"
7913,"Neutral"
7914,"Neutral"
7915,"Neutral"
7916,"Bad"
7917,"Bad"
7918,"Neutral"
7919,"Bad"
7920,"Neutral"
7921,"Bad"
7922,"Good"
7923,"Neutral"
7924,"Bad"
7925,"Good"
7926,"Neutral"
7927,"Neutral"
7928,"Neutral"
7929,"Good"
7930,"Good"
7931,"Neutral"
7932,"Bad"
7933,"Bad"
7934,"Neutral"
7935,"Neutral"
7936,"Neutral"
7937,"Bad"
7938,"Bad"
7939,"Neutral"
7940,"Neutral"
7941,"Neutral"
7942,"Bad"
7943,"Bad"
7944,"Neutral"
7945,"Neutral"
7946,"Neutral"
7947,"Bad"
7948,"Bad"
7949,"Neutral"
7950,"Bad"
7951,"Good"
7952,"Bad"
7953,"Neutral"
7954,"Bad"
7955,"Neutral"
7956,"Neutral"
7957,"Neutral"
7958,"Bad"
7959,"Neutral"
7960,"Neutral"
7961,"Neutral"
7962,"Neutral"
7963,"Bad"
7964,"Neutral"
7965,"Bad"
7966,"Neutral"
7967,"Good"
7968,"Bad"
7969,"Good"
7970,"Bad"
7971,"Good"
7972,"Bad"
7973,"Neutral"
7974,"Bad"
7975,"Good"
7976,"Neutral"
7977,"Neutral"
7978,"Neutral"
7979,"Bad"
7980,"Good"
7981,"Good"
7982,"Neutral"
7983,"Bad"
7984,"Neutral"
7985,"Neutral"
7986,"Neutral"
7987,"Good"
7988,"Bad"
7989,"Neutral"
7990,"Bad"
7991,"Bad"
7992,"Neutral"
7993,"Bad"
7994,"Neutral"
7995,"Neutral"
7996,"Good"
7997,"Neutral"
7998,"Neutral"
7999,"Bad"
8000,"Neutral"
8001,"Neutral"
8002,"Good"
8003,"Bad"
8004,"Bad"
8005,"Neutral"
8006,"Neutral"
8007,"Bad"
8008,"Neutral"
8009,"Bad"
8010,"Bad"
8011,"Neutral"
8012,"Neutral"
8013,"Good"
8014,"Neutral"
8015,"Neutral"
8016,"Neutral"
8017,"Bad"
8018,"Neutral"
8019,"Bad"
8020,"Neutral"
8021,"Bad"
8022,"Neutral"
8023,"Neutral"
8024,"Neutral"
8025,"Neutral"
8026,"Bad"
8027,"Good"
8028,"Neutral"
8029,"Neutral"
8030,"Bad"
8031,"Neutral"
8032,"Neutral"
8033,"Bad"
8034,"Good"
8035,"Bad"
8036,"Neutral"
8037,"Neutral"
8038,"Neutral"
8039,"Neutral"
8040,"Neutral"
8041,"Neutral"
8042,"Bad"
8043,"Good"
8044,"Neutral"
8045,"Bad"
8046,"Neutral"
8047,"Neutral"
8048,"Neutral"
8049,"Neutral"
8050,"Good"
8051,"Neutral"
8052,"Neutral"
8053,"Neutral"
8054,"Neutral"
8055,"Neutral"
8056,"Neutral"
8057,"Bad"
8058,"Neutral"
8059,"Neutral"
8060,"Bad"
8061,"Good"
8062,"Neutral"
8063,"Bad"
8064,"Neutral"
8065,"Neutral"
8066,"Neutral"
8067,"Bad"
8068,"Bad"
8069,"Neutral"
8070,"Bad"
8071,"Bad"
8072,"Neutral"
8073,"Neutral"
8074,"Good"
8075,"Bad"
8076,"Neutral"
8077,"Good"
8078,"Neutral"
8079,"Bad"
8080,"Neutral"
8081,"Good"
8082,"Bad"
8083,"Neutral"
8084,"Neutral"
8085,"Bad"
8086,"Bad"
8087,"Neutral"
8088,"Neutral"
8089,"Neutral"
8090,"Neutral"
8091,"Good"
8092,"Neutral"
8093,"Neutral"
8094,"Neutral"
8095,"Neutral"
8096,"Neutral"
8097,"Neutral"
8098,"Bad"
8099,"Neutral"
8100,"Good"
8101,"Neutral"
8102,"Neutral"
8103,"Neutral"
8104,"Bad"
8105,"Bad"
8106,"Neutral"
8107,"Good"
8108,"Neutral"
8109,"Neutral"
8110,"Bad"
8111,"Neutral"
8112,"Bad"
8113,"Bad"
8114,"Bad"
8115,"Neutral"
8116,"Neutral"
8117,"Bad"
8118,"Neutral"
8119,"Good"
8120,"Bad"
8121,"Bad"
8122,"Good"
8123,"Bad"
8124,"Neutral"
8125,"Neutral"
8126,"Neutral"
8127,"Bad"
8128,"Neutral"
8129,"Good"
8130,"Neutral"
8131,"Bad"
8132,"Neutral"
8133,"Neutral"
8134,"Neutral"
8135,"Bad"
8136,"Neutral"
8137,"Neutral"
8138,"Neutral"
8139,"Good"
8140,"Neutral"
8141,"Neutral"
8142,"Good"
8143,"Bad"
8144,"Neutral"
8145,"Neutral"
8146,"Good"
8147,"Neutral"
8148,"Neutral"
8149,"Bad"
8150,"Bad"
8151,"Good"
8152,"Neutral"
8153,"Neutral"
8154,"Good"
8155,"Good"
8156,"Neutral"
8157,"Bad"
8158,"Neutral"
8159,"Bad"
8160,"Bad"
8161,"Neutral"
8162,"Neutral"
8163,"Neutral"
8164,"Neutral"
8165,"Neutral"
8166,"Neutral"
8167,"Bad"
8168,"Neutral"
8169,"Neutral"
8170,"Neutral"
8171,"Neutral"
8172,"Good"
8173,"Bad"
8174,"Neutral"
8175,"Neutral"
8176,"Neutral"
8177,"Neutral"
8178,"Neutral"
8179,"Good"
8180,"Neutral"
8181,"Neutral"
8182,"Neutral"
8183,"Neutral"
8184,"Bad"
8185,"Good"
8186,"Good"
8187,"Bad"
8188,"Neutral"
8189,"Neutral"
8190,"Bad"
8191,"Neutral"
8192,"Bad"
8193,"Neutral"
8194,"Bad"
8195,"Good"
8196,"Neutral"
8197,"Bad"
8198,"Neutral"
8199,"Neutral"
8200,"Neutral"
8201,"Bad"
8202,"Bad"
8203,"Neutral"
8204,"Neutral"
8205,"Neutral"
8206,"Bad"
8207,"Neutral"
8208,"Good"
8209,"Neutral"
8210,"Good"
8211,"Neutral"
8212,"Neutral"
8213,"Neutral"
8214,"Neutral"
8215,"Neutral"
8216,"Neutral"
8217,"Neutral"
8218,"Good"
8219,"Good"
8220,"Neutral"
8221,"Good"
8222,"Neutral"
8223,"Bad"
8224,"Neutral"
8225,"Neutral"
8226,"Neutral"
8227,"Bad"
8228,"Neutral"
8229,"Bad"
8230,"Neutral"
8231,"Neutral"
8232,"Neutral"
8233,"Neutral"
8234,"Neutral"
8235,"Bad"
8236,"Good"
8237,"Neutral"
8238,"Bad"
8239,"Bad"
8240,"Neutral"
8241,"Neutral"
8242,"Neutral"
8243,"Neutral"
8244,"Neutral"
8245,"Good"
8246,"Bad"
8247,"Neutral"
8248,"Neutral"
8249,"Neutral"
8250,"Neutral"
8251,"Neutral"
8252,"Neutral"
8253,"Neutral"
8254,"Neutral"
8255,"Bad"
8256,"Bad"
8257,"Good"
8258,"Bad"
8259,"Neutral"
8260,"Bad"
8261,"Neutral"
8262,"Bad"
8263,"Neutral"
8264,"Neutral"
8265,"Bad"
8266,"Good"
8267,"Neutral"
8268,"Good"
8269,"Bad"
8270,"Neutral"
8271,"Neutral"
8272,"Neutral"
8273,"Good"
8274,"Neutral"
8275,"Neutral"
8276,"Neutral"
8277,"Neutral"
8278,"Neutral"
8279,"Good"
8280,"Neutral"
8281,"Good"
8282,"Neutral"
8283,"Neutral"
8284,"Neutral"
8285,"Neutral"
8286,"Neutral"
8287,"Good"
8288,"Neutral"
8289,"Bad"
8290,"Neutral"
8291,"Neutral"
8292,"Bad"
8293,"Neutral"
8294,"Neutral"
8295,"Bad"
8296,"Bad"
8297,"Neutral"
8298,"Good"
8299,"Neutral"
8300,"Neutral"
8301,"Good"
8302,"Bad"
8303,"Bad"
8304,"Bad"
8305,"Neutral"
8306,"Neutral"
8307,"Neutral"
8308,"Neutral"
8309,"Neutral"
8310,"Good"
8311,"Bad"
8312,"Neutral"
8313,"Neutral"
8314,"Bad"
8315,"Neutral"
8316,"Neutral"
8317,"Neutral"
8318,"Bad"
8319,"Good"
8320,"Good"
8321,"Bad"
8322,"Good"
8323,"Neutral"
8324,"Neutral"
8325,"Good"
8326,"Neutral"
8327,"Neutral"
8328,"Neutral"
8329,"Neutral"
8330,"Bad"
8331,"Good"
8332,"Bad"
8333,"Bad"
8334,"Neutral"
8335,"Neutral"
8336,"Neutral"
8337,"Neutral"
8338,"Neutral"
8339,"Good"
8340,"Neutral"
8341,"Bad"
8342,"Good"
8343,"Neutral"
8344,"Neutral"
8345,"Neutral"
8346,"Neutral"
8347,"Neutral"
8348,"Neutral"
8349,"Neutral"
8350,"Neutral"
8351,"Neutral"
8352,"Bad"
8353,"Bad"
8354,"Good"
8355,"Good"
8356,"Neutral"
8357,"Neutral"
8358,"Bad"
8359,"Bad"
8360,"Neutral"
8361,"Bad"
8362,"Neutral"
8363,"Neutral"
8364,"Good"
8365,"Neutral"
8366,"Neutral"
8367,"Neutral"
8368,"Good"
8369,"Neutral"
8370,"Good"
8371,"Bad"
8372,"Bad"
8373,"Good"
8374,"Good"
8375,"Bad"
8376,"Neutral"
8377,"Bad"
8378,"Neutral"
8379,"Good"
8380,"Neutral"
8381,"Neutral"
8382,"Neutral"
8383,"Bad"
8384,"Neutral"
8385,"Neutral"
8386,"Neutral"
8387,"Neutral"
8388,"Neutral"
8389,"Neutral"
8390,"Neutral"
8391,"Bad"
8392,"Bad"
8393,"Neutral"
8394,"Bad"
8395,"Good"
8396,"Neutral"
8397,"Neutral"
8398,"Neutral"
8399,"Neutral"
8400,"Neutral"
8401,"Neutral"
8402,"Neutral"
8403,"Good"
8404,"Bad"
8405,"Good"
8406,"Good"
8407,"Good"
8408,"Neutral"
8409,"Good"
8410,"Bad"
8411,"Bad"
8412,"Bad"
8413,"Neutral"
8414,"Neutral"
8415,"Neutral"
8416,"Neutral"
8417,"Bad"
8418,"Neutral"
8419,"Neutral"
8420,"Neutral"
8421,"Bad"
8422,"Bad"
8423,"Bad"
8424,"Neutral"
8425,"Neutral"
8426,"Neutral"
8427,"Good"
8428,"Bad"
8429,"Neutral"
8430,"Neutral"
8431,"Bad"
8432,"Neutral"
8433,"Neutral"
8434,"Neutral"
8435,"Neutral"
8436,"Bad"
8437,"Bad"
8438,"Neutral"
8439,"Neutral"
8440,"Neutral"
8441,"Neutral"
8442,"Bad"
8443,"Neutral"
8444,"Neutral"
8445,"Neutral"
8446,"Neutral"
8447,"Neutral"
8448,"Bad"
8449,"Neutral"
8450,"Neutral"
8451,"Good"
8452,"Bad"
8453,"Neutral"
8454,"Neutral"
8455,"Good"
8456,"Neutral"
8457,"Neutral"
8458,"Good"
8459,"Neutral"
8460,"Neutral"
8461,"Neutral"
8462,"Neutral"
8463,"Neutral"
8464,"Bad"
8465,"Bad"
8466,"Neutral"
8467,"Neutral"
8468,"Bad"
8469,"Neutral"
8470,"Neutral"
8471,"Good"
8472,"Neutral"
8473,"Bad"
8474,"Neutral"
8475,"Neutral"
8476,"Bad"
8477,"Good"
8478,"Neutral"
8479,"Bad"
8480,"Neutral"
8481,"Good"
8482,"Neutral"
8483,"Bad"
8484,"Bad"
8485,"Bad"
8486,"Good"
8487,"Neutral"
8488,"Neutral"
8489,"Neutral"
8490,"Neutral"
8491,"Neutral"
8492,"Good"
8493,"Neutral"
8494,"Neutral"
8495,"Neutral"
8496,"Neutral"
8497,"Neutral"
8498,"Bad"
8499,"Bad"
8500,"Neutral"
8501,"Neutral"
8502,"Neutral"
8503,"Good"
8504,"Bad"
8505,"Neutral"
8506,"Bad"
8507,"Neutral"
8508,"Neutral"
8509,"Bad"
8510,"Neutral"
8511,"Good"
8512,"Good"
8513,"Bad"
8514,"Bad"
8515,"Neutral"
8516,"Neutral"
8517,"Good"
8518,"Neutral"
8519,"Neutral"
8520,"Neutral"
8521,"Bad"
8522,"Neutral"
8523,"Neutral"
8524,"Bad"
8525,"Good"
8526,"Neutral"
8527,"Good"
8528,"Good"
8529,"Bad"
8530,"Bad"
8531,"Bad"
8532,"Neutral"
